Variable,CV Pré-crise,CV Post-crise,Changement CV (%),Interprétation
ass_total,6.131310499874203,11.960938980445139,95.0796331370628,Divergence ❌
ass_trade,7.76195984313745,15.370513277195297,98.0235998070612,Divergence ❌
inc_trade,18.631515514831687,18.63778022778793,0.033624278255902446,Divergence ❌
in_roa,0.83356195601194,1.6145478917972311,93.69249558807219,Divergence ❌
rt_rwa,0.288700473143514,0.33323361171580396,15.425324328065507,Divergence ❌
in_roe,0.7433152494338633,2.13149992882394,186.75559433113006,Divergence ❌
in_trade,-36.23959788925111,4.2006766601573835,-111.59140283208649,Convergence ✅
