institution_name,year,country_code,ass_total,ass_trade,inc_trade,in_roa,rt_rwa,in_roe,in_trade,
Raiffeisenbank Wallgau-Krün eG,2012,DE,"38,404","7,772",0,"0,0011197","0,4817206541","0,0165257",0,
Raiffeisenbank Wallgau-Krün eG,2013,DE,"38,666","9,873",0,"0,0011121","0,4525940102","0,0155403",0,
Raiffeisenbank Wallgau-Krün eG,2014,DE,"40,384","11,477",0,"0,0010648","0,3714342314","0,0149098",0,
Raiffeisenbank Wegscheid eG,2010,DE,"72,578","20,242",0,"0,01218","0,5671553363","0,1353752",0,
Raiffeisenbank Wegscheid eG,2011,DE,"70,308","22,548",0,"0,0097713","0,5625248905","0,0982833",0,
Raiffeisenbank Wegscheid eG,2012,DE,"74,001","22,594",0,"0,0102161","0,5678977311","0,0913485",0,
Raiffeisenbank Wegscheid eG,2013,DE,"75,326","24,418",0,"0,0056023","0,6045455752","0,0491326",0,
Raiffeisenbank Wegscheid eG,2014,DE,"77,919","29,382",0,"0,0067891","0,6072716539","0,0594248",0,
Raiffeisenbank Wegscheid eG,2015,DE,"82,101","32,678",0,"0,0038002","0,6309910963","0,0338248",0,
Raiffeisenbank Werratal-Landeck eG,2010,DE,"195,39","25,406",0,"0,0096525","0,4070627975","0,1255994",0,
Raiffeisenbank Werratal-Landeck eG,2011,DE,"194,53","20,21099",0,"0,0088058","0,4133090012","0,1041464",0,
Raiffeisenbank Werratal-Landeck eG,2012,DE,"199,075","37,43999",0,"0,0057365","0,4160492277","0,0576972",0,
Raiffeisenbank Werratal-Landeck eG,2013,DE,"194,961","56,89",0,"0,0063654","0,4609280831","0,0596491",0,
Raiffeisenbank Werratal-Landeck eG,2014,DE,"202,079","77,08399",0,"0,0054038","0,4693906838","0,0488875",0,
Raiffeisenbank Werratal-Landeck eG,2015,DE,"197,705","80,15",0,"0,0050277","0,4911357831","0,0428319",0,
Raiffeisenbank Westkreis Fürstenfeldbruck eG,2010,DE,"262,69","49,214",0,"0,0057711",,"0,0799241",0,
Raiffeisenbank Westkreis Fürstenfeldbruck eG,2011,DE,"267,365","46,78899",0,"0,007428",,"0,1009095",0,
Raiffeisenbank Westkreis Fürstenfeldbruck eG,2012,DE,"285,92","81,00301",0,"0,0072608",,"0,0925257",0,
Raiffeisenbank Westkreis Fürstenfeldbruck eG,2013,DE,"292,595","86,069",0,"0,0062099","0,5713528939","0,0725842",0,
Raiffeisenbank Westkreis Fürstenfeldbruck eG,2014,DE,"292,264","79,659",0,"0,0065557","0,5335655435","0,0718518",0,
Raiffeisenbank Westkreis Fürstenfeldbruck eG,2015,DE,"292,4","74,881",0,"0,0048974","0,5385430917","0,0488687",0,
Raiffeisenbank Wittislingen eG,2010,DE,"66,495","32,027",0,"0,0089029",,"0,1027956",0,
Raiffeisenbank Wittislingen eG,2011,DE,"69,745","33,016",0,"0,0089469",,"0,0991893",0,
Raiffeisenbank Wittislingen eG,2012,DE,"73,122","39,087",0,"0,0127458",,"0,121846",0,
Raiffeisenbank Wittislingen eG,2013,DE,"74,705","41,587",0,"0,0085536","0,5456529014","0,0752828",0,
Raiffeisenbank Wittislingen eG,2014,DE,"77,692","44,368",0,"0,0062555","0,5019435721","0,0527401",0,
Raiffeisenbank Wittislingen eG,2015,DE,"82,872","44,748",0,"0,0041268","0,5066850082","0,0363057",0,
Raiffeisenkasse Erbes-Büdesheim und Umgebung eG,2010,DE,"46,198","16,243",0,"0,0069484","0,87423698","0,0744607",0,
Raiffeisenkasse Erbes-Büdesheim und Umgebung eG,2011,DE,"48,635","18,388",0,"0,010548","0,8368458929","0,0836459",0,
Raiffeisenkasse Erbes-Büdesheim und Umgebung eG,2012,DE,"51,22","17,581",0,"0,0118118","0,9051737602","0,0926919",0,
Raiffeisenkasse Erbes-Büdesheim und Umgebung eG,2013,DE,"52,459","16,899",0,"0,0184906","0,9030862197","0,1342932",0,
Raiffeisenkasse Erbes-Büdesheim und Umgebung eG,2014,DE,"53,847","14,921",0,"0,0166955","0,8921945512","0,1150646",0,
Volksbank Nordhümmling eG,2010,DE,"123,781","30,179",0,"0,0070447","0,6557468432","0,0870955",0,
Volksbank Nordhümmling eG,2011,DE,"134,789","29,432",0,"0,008109","0,6353634199","0,0794794",0,
Volksbank Nordhümmling eG,2012,DE,"138,646","32,651",0,"0,0031519","0,6611730594","0,0306731",0,
Volksbank Nordhümmling eG,2013,DE,"141,54","30,65499",0,"0,0038081","0,675427441","0,0361308",0,
Volksbank Nordhümmling eG,2014,DE,"148,245","39,285",0,"0,0037101","0,5998785794","0,0355045",0,
Volksbank Ober-Mörlen eG,2010,DE,"91,41","48,985",0,"0,0042118","0,5052838858","0,0416937",0,
Volksbank Ober-Mörlen eG,2011,DE,"92,701","47,924",0,"0,0057389","0,473436101","0,0542691",0,
Volksbank Ober-Mörlen eG,2012,DE,"97,723","57,35",0,"0,0053621","0,500905621","0,0500095",0,
Volksbank Ober-Mörlen eG,2013,DE,"98,378","59,35",0,"0,0060481","0,5504279412","0,0537877",0,
Volksbank Ober-Mörlen eG,2014,DE,"104,16","62,282",0,"0,0043779","0,5475998464","0,0391786",0,
Volksbank Ober-Mörlen eG,2015,DE,"111,734","69,799",0,"0,004815","0,5739792722","0,0443748",0,
Volksbank Störmede eG,2010,DE,"98,646","17,802",0,"0,0074813","0,5294183241","0,0923308",0,
Volksbank Störmede eG,2011,DE,"102,799","23,823",0,"0,0072277","0,5626319322","0,0841545",0,
Volksbank Störmede eG,2012,DE,"104,861","34,51",0,"0,0061891","0,5437007086","0,0955817",0,
Volksbank Störmede eG,2013,DE,"101,484","33,904",0,"0,0059911","0,5823578101","0,0868571",0,
Volksbank Störmede eG,2014,DE,"103,249","43,645",0,"0,0045715","0,6370521748","0,0430893",0,
Raiffeisenbank Bauschlott eG,2010,DE,"32,862","12,816",0,"0,0050514","0,4243503134","0,0634557",0,
Raiffeisenbank Bauschlott eG,2011,DE,"33,377","12,501",0,"0,0065614","0,4353896396","0,0768152",0,
Raiffeisenbank Bauschlott eG,2012,DE,"33,777","10,429",0,"0,0087338","0,4235130414","0,0868669",0,
Raiffeisenbank Bauschlott eG,2013,DE,"36,545","7,998999",0,"0,0047065","0,4262689834","0,0470074",0,
Raiffeisenbank Bauschlott eG,2014,DE,"36,632","9,171",0,"0,0040129","0,4104880978","0,0393258",0,
Raiffeisenbank Bauschlott eG,2015,DE,"36,8",,0,,"0,4514945652",,,
Raiffeisenbank Tüngental eG,2010,DE,"22,984","5,4",0,"0,0061347","0,4872084929","0,0793026",0,
Raiffeisenbank Tüngental eG,2011,DE,"23,409","3,892",0,"0,0060233","0,535776838","0,076175",0,
Raiffeisenbank Tüngental eG,2012,DE,"24,295","2,45",0,"0,0038279","0,5895863346","0,0486656",0,
Raiffeisenbank Tüngental eG,2013,DE,"23,52","2,120001",0,"0,0048469","0,6568877551","0,0573729",0,
Raiffeisenbank Tüngental eG,2014,DE,"25,21","1,768999",0,"0,004165","0,5957159857","0,0508228",0,
Raiffeisenbank Wimsheim-Mönsheim eG,2010,DE,"76,746","34,496",0,"0,0073619","0,6318635499","0,120085",0,
Raiffeisenbank Wimsheim-Mönsheim eG,2011,DE,"78,334","34,749",0,"0,0085659","0,6051012332","0,1348202",0,
Raiffeisenbank Wimsheim-Mönsheim eG,2012,DE,"81,578","36,841",0,"0,0094511","0,6046605703","0,1445987",0,
Raiffeisenbank Wimsheim-Mönsheim eG,2013,DE,"86,32","38,416",0,"0,0080746","0,6531278962","0,1006789",0,
Raiffeisenbank Wimsheim-Mönsheim eG,2014,DE,"91,133","41,889",0,"0,0084272","0,5839048424","0,1019785",0,
Norderstedter Bank eG,2010,DE,"273,404","65,36199",0,"0,0057095","0,5324025984","0,0748968",0,
Norderstedter Bank eG,2011,DE,"278,95","65,25601",0,"0,0064384","0,5788779351","0,0782366",0,
Norderstedter Bank eG,2012,DE,"334,525","71,186",0,"0,0053658","0,6141095583","0,0714371",0,
Norderstedter Bank eG,2013,DE,"317,415","59,84601",0,"0,0056614","0,6235842667","0,0658676",0,
Norderstedter Bank eG,2014,DE,"328,721","56,39401",0,"0,0045905","0,6144754975","0,0519378",0,
Norderstedter Bank eG,2015,DE,"369,292","60,64598",0,"0,004246","0,5766981142","0,0507788",0,
Spar- und Kreditbank Dauchingen eG,2010,DE,"28,126","4,696",0,"0,002951","0,498293394","0,0418769",0,
Spar- und Kreditbank Dauchingen eG,2011,DE,"32,877","5,757998",0,"0,0028287","0,3990935913","0,0449927",0,
Spar- und Kreditbank Dauchingen eG,2012,DE,"34,928","5,711002",0,"0,0023477","0,4208944114","0,0380687",0,
Spar- und Kreditbank Dauchingen eG,2013,DE,"35,172","5,179",0,"0,001649","0,4517229614","0,0263876",0,
Spar- und Kreditbank Dauchingen eG,2014,DE,"36,786","8,012",0,"0,0019845","0,4283423041","0,0320738",0,
Raiffeisenbank Eichenbühl und Umgebung eG,2010,DE,"69,903","14,375",0,"0,0036622",,"0,0594105",0,
Raiffeisenbank Eichenbühl und Umgebung eG,2011,DE,"68,031","15,179",0,"0,0063059","0,6361070688","0,0939759",0,
Raiffeisenbank Eichenbühl und Umgebung eG,2012,DE,"70,073","14,645",0,"0,0058368","0,6259614973","0,0822772",0,
Raiffeisenbank Eichenbühl und Umgebung eG,2013,DE,"70,513","16,112",0,"0,0051054","0,6039737353","0,0669892",0,
Raiffeisenbank Eichenbühl und Umgebung eG,2014,DE,"72,986","18,554",0,"0,0056997","0,579248075","0,0704965",0,
Raiffeisenbank Oberer Wald eG,2010,DE,"42,306","4,335999",0,"0,0092658","0,4680187207","0,0868409",0,
Raiffeisenbank Oberer Wald eG,2011,DE,"42,432","4,813999",0,"0,0042656","0,3689668175","0,039254",0,
Raiffeisenbank Oberer Wald eG,2012,DE,"42,586","6,563998",0,"0,0080543","0,3914197154","0,0712357",0,
Raiffeisenbank Oberer Wald eG,2013,DE,"42,27","7,766001",0,"0,008635","0,4707830613","0,0726947",0,
Raiffeisenbank Oberer Wald eG,2014,DE,"44,903","8,427001",0,"0,0101107","0,499409839","0,0863282",0,
Raiffeisenbank Fränkisches Weinland eG Escherndorf-Sommerach-Nordheim,2010,DE,"75,854","28,426",0,"0,0032035",,"0,0379628",0,
Raiffeisenbank Fränkisches Weinland eG Escherndorf-Sommerach-Nordheim,2011,DE,"76,825","28,124",0,"0,0020696","0,6186137325","0,0244578",0,
Raiffeisenbank Fränkisches Weinland eG Escherndorf-Sommerach-Nordheim,2012,DE,"74,649","28,883",0,"0,0051039","0,6610939195","0,0540502",0,
Raiffeisenbank Fränkisches Weinland eG Escherndorf-Sommerach-Nordheim,2013,DE,"72,487","28,702",0,"0,0044698","0,7275511471","0,0428118",0,
Raiffeisenbank Fränkisches Weinland eG Escherndorf-Sommerach-Nordheim,2014,DE,"73,44","26,215",0,"0,0048339","0,7012799564","0,0438001",0,
Nufringer Bank - Raiffeisen - eG,2010,DE,"51,053","11,1",0,"0,0053866","0,5339940846","0,0580781",0,
Nufringer Bank - Raiffeisen - eG,2011,DE,"50,288","12,172",0,"0,0070792","0,6019925231","0,0720648",0,
Nufringer Bank - Raiffeisen - eG,2012,DE,"51,231","14,124",0,"0,0077883","0,6485331147","0,0758555",0,
Nufringer Bank - Raiffeisen - eG,2013,DE,"53,88","12,076",0,"0,0070527","0,6747587231","0,0667721",0,
Nufringer Bank - Raiffeisen - eG,2014,DE,"54,339","11,84",0,"0,0059074","0,6650472037","0,0543147",0,
Raiffeisenbank Aiglsbach eG,2010,DE,"51,049","16,923",0,"0,0070129","0,3702325217","0,0954158",0,
Raiffeisenbank Aiglsbach eG,2011,DE,"53,484","19,05",0,"0,0093299","0,4026998729","0,1143185",0,
Raiffeisenbank Aiglsbach eG,2012,DE,"54,003","22,18",0,"0,0095735","0,4184952688","0,102906",0,
Raiffeisenbank Aiglsbach eG,2013,DE,"54,243","23,966",0,"0,0083144","0,4735726269","0,0814815",0,
Raiffeisenbank Aiglsbach eG,2014,DE,"57,993","22,562",0,"0,0076733","0,4742468919","0,0739694",0,
Raiffeisenbank Aiglsbach eG,2015,DE,"59,846","23,255",0,"0,0057147","0,4572903786","0,0541225",0,
Raiffeisenbank Aitrang-Ruderatshofen eG,2010,DE,"40,52","10,201",0,"0,0044176",,"0,0671922",0,
Raiffeisenbank Aitrang-Ruderatshofen eG,2011,DE,"41,694","10,172",0,"0,0039574","0,6637645704","0,0589075",0,
Raiffeisenbank Aitrang-Ruderatshofen eG,2012,DE,"42,694","11,12",0,"0,0039584","0,7322574601","0,055647",0,
Raiffeisenbank Aitrang-Ruderatshofen eG,2013,DE,"45,091","11,025",0,"0,0042137","0,7415670533","0,0466945",0,
Raiffeisenbank Aitrang-Ruderatshofen eG,2014,DE,"47,698","9,603001",0,"0,0046124","0,700259969","0,0504356",0,
Raiffeisenbank Altschweier eG,2010,DE,"47,842","15,66",0,"0,0069813","0,5533631537","0,1417055",0,
Raiffeisenbank Altschweier eG,2011,DE,"51,237","15,264",0,"0,0051916","0,4804340613","0,10942",0,
Raiffeisenbank Altschweier eG,2012,DE,"54,636","17,53",0,"0,004594","0,4935573614","0,0914057",0,
Raiffeisenbank Altschweier eG,2013,DE,"53,937","14,246",0,"0,003912","0,4815803623","0,0586437",0,
Raiffeisenbank Altschweier eG,2014,DE,"53,567","15,484",0,"0,0045364","0,4744152183","0,0642178",0,
VR Bank Alzey-Land-Schwabenheim eG,2010,DE,"42,832","7,250001",0,"0,0076812","0,7386533433","0,0863744",0,
VR Bank Alzey-Land-Schwabenheim eG,2011,DE,"45,823","7,870001",0,"0,0080309","0,8268336861","0,0643582",0,
VR Bank Alzey-Land-Schwabenheim eG,2012,DE,"47,149","9,886996",0,"0,0088019","0,8382998579","0,0651287",0,
VR Bank Alzey-Land-Schwabenheim eG,2013,DE,"48,636","9,678",0,"0,007258","0,931408833","0,052608",0,
VR Bank Alzey-Land-Schwabenheim eG,2014,DE,"50,599","9,051",0,"0,0082017","0,8768750371","0,0577271",0,
VR Bank Alzey-Land-Schwabenheim eG,2015,DE,"52,672","8,863001",0,"0,0071955","0,7011695018","0,051989",0,
Raiffeisenbank Anger eG,2010,DE,"58,082","13,098",0,"0,0043903",,"0,0663026",0,
Raiffeisenbank Anger eG,2011,DE,"63,596","12,249",0,"0,00445",,"0,0711234",0,
Raiffeisenbank Anger eG,2012,DE,"71,985","11,369",0,"0,0060013","0,535528235","0,1025641",0,
Raiffeisenbank Anger eG,2013,DE,"83,891","14,164",0,"0,0026225","0,5128678881","0,0470588",0,
Raiffeisenbank Anger eG,2014,DE,"84,758","18,581",0,"0,0034569","0,5045187475","0,0516027",0,
Raiffeisenbank Berghülen eG,2010,DE,"43,29","10,494",0,"0,0093324","0,6668052668","0,077797",0,
Raiffeisenbank Berghülen eG,2011,DE,"46,462","12,711",0,"0,0115363","0,6313761784","0,0964723",0,
Raiffeisenbank Berghülen eG,2012,DE,"48,543","11,75",0,"0,0132872","0,6411429042","0,1061204",0,
Raiffeisenbank Berghülen eG,2013,DE,"49,392","15,927",0,"0,009536","0,7379737609","0,072495",0,
Raiffeisenbank Berghülen eG,2014,DE,"51,29","17,634",0,"0,012595","0,695554689","0,0914496",0,
Raiffeisenbank Burghaun eG,2010,DE,"46,078","14,994",0,"0,0059464","0,6150223534","0,0829298",0,
Raiffeisenbank Burghaun eG,2011,DE,"49,63","19,948",0,"0,0051179","0,6025992343","0,0558979",0,
Raiffeisenbank Burghaun eG,2012,DE,"49,578","19,399",0,"0,0094195","0,6300980274","0,0952478",0,
Raiffeisenbank Burghaun eG,2013,DE,"52,173","20,772",0,"0,0065743","0,660782397","0,0666796",0,
Raiffeisenbank Burghaun eG,2014,DE,"55,151","21,548",0,"0,0067632","0,5708328045","0,0690102",0,
Raiffeisenbank Burghaun eG,2015,DE,"60,569",,0,"0,0034671",,"0,0368292",0,
Raiffeisenbank Dellmensingen eG,2010,DE,"45,439","11,762","0,031","0,0046876","0,6044147098","0,0671289","0,0166756",
Raiffeisenbank Dellmensingen eG,2011,DE,"49,548","12,383",0,"0,0016953","0,5725357229","0,0261519",0,
Raiffeisenbank Dellmensingen eG,2012,DE,"52,962","13,779","0,394","0,0036252","0,4996601337","0,0548258","0,2173194",
Raiffeisenbank Dellmensingen eG,2013,DE,"55,092","13,179",0,"0,0010891","0,5942423582","0,0169731",0,
Raiffeisenbank Dellmensingen eG,2014,DE,"57,125","13,696",0,"0,0016105","0,5991772429","0,0255698",0,
Raiffeisenbank Ebrachgrund eG,2010,DE,"125,174","35,114",0,"0,0082365",,"0,1039419",0,
Raiffeisenbank Ebrachgrund eG,2011,DE,"129,578","30,953",0,"0,0074473","0,5722422016","0,0915647",0,
Raiffeisenbank Ebrachgrund eG,2012,DE,"130,52","34,401",0,"0,0075161","0,591388293","0,0859094",0,
Raiffeisenbank Ebrachgrund eG,2013,DE,"138,283","45,048",0,"0,0075931","0,6069075736","0,0853797",0,
Raiffeisenbank Ebrachgrund eG,2014,DE,"139,035","47,113",0,"0,0073291","0,5796022584","0,0766915",0,
Raiffeisenbank Erlenbach eG,2010,DE,"61,935","8,041002",0,"0,0091709","0,6862032776","0,1072305",0,
Raiffeisenbank Erlenbach eG,2011,DE,"63,198","4,386001",0,"0,0097155","0,6082154499","0,109311",0,
Raiffeisenbank Erlenbach eG,2012,DE,"62,75","11,368",0,"0,0095618","0,6884462151","0,0997838",0,
Raiffeisenbank Erlenbach eG,2013,DE,"66,958","13,23",0,"0,0079751","0,6894321814","0,0824838",0,
Raiffeisenbank Erlenbach eG,2014,DE,"70,493","12,87899",0,"0,0086533","0,6644347666","0,0762881",0,
Raiffeisenbank Erlenmoos eG,2010,DE,"33,969","15,358",0,"0,0093615","0,4525008096","0,1097687",0,
Raiffeisenbank Erlenmoos eG,2011,DE,"35,562","13,877",0,"0,0069456","0,4434508745","0,0815182",0,
Raiffeisenbank Erlenmoos eG,2012,DE,"36,748","14,58",0,"0,0076195","0,4562153042","0,0863664",0,
Raiffeisenbank Erlenmoos eG,2013,DE,"37,888","15,862",0,"0,0052523","0,5024809966","0,0593321",0,
Raiffeisenbank Erlenmoos eG,2014,DE,"39,66","18,173",0,"0,0047907","0,5034543621","0,0545507",0,
Raiffeisenbank Erlenmoos eG,2015,DE,"42,205","16,801",0,"0,005189","0,4851557872","0,0595594",0,
Raiffeisenbank Fischenich-Kendenich eG,2010,DE,"59,541","42,606",0,"0,0012596","0,6707646832","0,0160737",0,
Raiffeisenbank Fischenich-Kendenich eG,2011,DE,"60,491","42,55",0,"0,0106131","0,6536178936","0,1318546",0,
Raiffeisenbank Fischenich-Kendenich eG,2012,DE,"63,364","47,815",0,"0,0092955","0,67918692","0,0962733",0,
Raiffeisenbank Fischenich-Kendenich eG,2013,DE,"65,534","46,017",0,"0,006531","0,6719870602","0,0635392",0,
Raiffeisenbank Fischenich-Kendenich eG,2014,DE,"65,933","48,986",0,"0,0046107","0,725175557","0,0439433",0,
Raiffeisenbank Gammesfeld eG,2010,DE,"24,433","0,1390008",0,"0,0035198","0,3777268448","0,0874873",0,
Raiffeisenbank Gammesfeld eG,2011,DE,"26,479","0,1220002",0,"0,0029457","0,4031874315","0,0764706",0,
Raiffeisenbank Gammesfeld eG,2012,DE,"27,703","0,1459997",0,"0,0032126","0,4112550987","0,0848427",0,
Raiffeisenbank Gammesfeld eG,2013,DE,"28,782","0,1299998",0,"0,0035439","0,4012577305","0,0763473",0,
Raiffeisenbank Gammesfeld eG,2014,DE,"29,223","0,1390004",0,"0,0035931","0,4133388085","0,0715746",0,
Raiffeisenbank Gruibingen eG,2010,DE,"36,765","14,113",0,"0,0109887","0,5014007888","0,1073612",0,
Raiffeisenbank Gruibingen eG,2011,DE,"36,517","12,868",0,"0,0106526","0,5209354547","0,0961919",0,
Raiffeisenbank Gruibingen eG,2012,DE,"37,186","13,305",0,"0,0129081","0,5268649492","0,1003974",0,
Raiffeisenbank Gruibingen eG,2013,DE,"37,465","11,768",0,"0,011424","0,593220339","0,0834633",0,
Raiffeisenbank Gruibingen eG,2014,DE,"40,342",,,,"0,5886173219",,,
Raiffeisenbank Heroldsbach eG,2010,DE,"38,7","13,684",0,"0,0047804",,"0,0855689",0,
Raiffeisenbank Heroldsbach eG,2011,DE,"40,315","16,12",0,"0,00444",,"0,0796972",0,
Raiffeisenbank Heroldsbach eG,2012,DE,"41,565","14,979",0,"0,0038253",,"0,0643725",0,
Raiffeisenbank Heroldsbach eG,2013,DE,"44,755","15,168",0,"0,0034186","0,45804938","0,0584862",0,
Raiffeisenbank Heroldsbach eG,2014,DE,"48,526","15,919",0,"0,0041009","0,4576721757","0,0684319",0,
Raiffeisenbank Hiltenfingen eG,2010,DE,"46,384","4,195",0,"0,0105209",,"0,1087344",0,
Raiffeisenbank Hiltenfingen eG,2011,DE,"49,495","4,517001",0,"0,0113951",,"0,1165289",0,
Raiffeisenbank Hiltenfingen eG,2012,DE,"50,974","4,835999",0,"0,0093185",,"0,0873001",0,
Raiffeisenbank Hiltenfingen eG,2013,DE,"51,231","4,431",0,"0,0090375","0,5772871894","0,0793216",0,
Raiffeisenbank Hiltenfingen eG,2014,DE,"54,328","4,700998",0,"0,0078597","0,5335738477","0,0688599",0,
Raiffeisenbank Hiltenfingen eG,2015,DE,"57,669","5,779999",0,"0,0070228","0,4802753646","0,0617566",0,
Raiffeisenbank Hofkirchen-Bayerbach eG,2010,DE,"42,381","15,512",0,"0,0039876",,"0,0458367",0,
Raiffeisenbank Hofkirchen-Bayerbach eG,2011,DE,"44,438","17,154",0,"0,0054908",,"0,0640588",0,
Raiffeisenbank Hofkirchen-Bayerbach eG,2012,DE,"47,11","20,218",0,"0,0055402",,"0,0613108",0,
Raiffeisenbank Hofkirchen-Bayerbach eG,2013,DE,"47,933","19,733",0,"0,0048818",,"0,0475513",0,
Raiffeisenbank Hofkirchen-Bayerbach eG,2014,DE,"49,852","19,178",0,"0,0028685","0,6855291663","0,0281109",0,
Raiffeisenbank Hofkirchen-Bayerbach eG,2015,DE,"53,1","18,241",0,"0,0045386","0,7136158192","0,0447872",0,
Raiffeisenbank Maitis eG,2010,DE,"17,603","2,204",0,"0,0032949","0,4752030904","0,0505667",0,
Raiffeisenbank Maitis eG,2011,DE,"18,482","2,541",0,"0,0028677","0,4694838221","0,0453767",0,
Raiffeisenbank Maitis eG,2012,DE,"17,967","3,155999",0,"0,0039517","0,4931819447","0,0587262",0,
Raiffeisenbank Maitis eG,2013,DE,"19,491","2,846999",0,"0,003694","0,485506131","0,0432952",0,
Raiffeisenbank Maitis eG,2014,DE,"20,655","3,396001",0,"0,0043573","0,4284676834","0,0457317",0,
Raiffeisenbank Mehrstetten eG,2010,DE,"44,923","12,536",0,"0,0057432","0,5544153329","0,0571555",0,
Raiffeisenbank Mehrstetten eG,2011,DE,"46,481","11,108",0,"0,0063037","0,5551945956","0,0629431",0,
Raiffeisenbank Mehrstetten eG,2012,DE,"49,498","14,575",0,"0,0069498","0,5251323286","0,0710304",0,
Raiffeisenbank Mehrstetten eG,2013,DE,"51,492","17,689",0,"0,0051464","0,4947370465","0,0524337",0,
Raiffeisenbank Mehrstetten eG,2014,DE,"54,216","20,303",0,"0,0078021","0,4580382175","0,0783624",0,
Raiffeisenbank Mötzingen eG Mötzingen-Iselshausen,2010,DE,"52,62","10,911","0,002","0,0059483","0,4138350437","0,0640475","0,0012887",
Raiffeisenbank Mötzingen eG Mötzingen-Iselshausen,2011,DE,"55,34","8,976",0,"0,0073726","0,4155583665","0,0787493",0,
Raiffeisenbank Mötzingen eG Mötzingen-Iselshausen,2012,DE,"55,583","12,824",0,"0,0061889","0,4469891873","0,0633401",0,
Raiffeisenbank Mötzingen eG Mötzingen-Iselshausen,2013,DE,"59,12","14,219",0,"0,0055819","0,4628044655","0,0584795",0,
Raiffeisenbank Mötzingen eG Mötzingen-Iselshausen,2014,DE,"61,048","16,159",0,"0,0062738","0,4381797929","0,064685",0,
Raiffeisenbank Bühlertal eG,2010,DE,"79,489","29,785","0,005","0,0056234","0,4780032457","0,0754049","0,0020145",
Raiffeisenbank Bühlertal eG,2011,DE,"81,834","31,41","0,002","0,0077718","0,4591123494","0,1016137","0,0008177",
Raiffeisenbank Bühlertal eG,2012,DE,"170,3","58,991",0,"0,0114386",,"0,1390634",0,
Raiffeisenbank Bühlertal eG,2013,DE,"170,833","58,70599",0,"0,0058478","0,5363425099","0,0567646",0,
Raiffeisenbank Bühlertal eG,2014,DE,"170,855","60,95",0,"0,005888","0,5001960727","0,0538457",0,
Raiffeisenbank Oberessendorf eG,2010,DE,"22,019","12,146",0,"0,0073573","0,4722739452","0,0767045",0,
Raiffeisenbank Oberessendorf eG,2011,DE,"23,904","13,61",0,"0,0063588","0,4568273092","0,0688718",0,
Raiffeisenbank Oberessendorf eG,2012,DE,"24,519","14,563",0,"0,0082793","0,492108161","0,0878788",0,
Raiffeisenbank Oberessendorf eG,2013,DE,"26,45","16,578",0,"0,003327","0,5061625709","0,0371779",0,
Raiffeisenbank Oberessendorf eG,2014,DE,"27,458","15,653",0,"0,0038604","0,5379488674","0,0433893",0,
Raiffeisenbank Offingen eG,2010,DE,"50,173","11,916",0,"0,0047037",,"0,043728",0,
Raiffeisenbank Offingen eG,2011,DE,"51,878","10,867",0,"0,0065346",,"0,0581575",0,
Raiffeisenbank Offingen eG,2012,DE,"52,597","12,068",0,"0,0073768",,"0,0636274",0,
Raiffeisenbank Offingen eG,2013,DE,"52,235","13,732",0,"0,0050541",,"0,0422738",0,
Raiffeisenbank Offingen eG,2014,DE,"52,927","17,447",0,"0,0047046","0,4893154723","0,0390772",0,
Raiffeisenbank Offingen eG,2015,DE,"52,915","17,435",0,"0,0023245","0,5647547954","0,019273",0,
Raiffeisenbank Raisting eG,2010,DE,"39,58","19,152",0,"0,0049773",,"0,1080044",0,
Raiffeisenbank Raisting eG,2011,DE,"38,852","18,226",0,"0,0066148",,"0,1324742",0,
Raiffeisenbank Raisting eG,2012,DE,"41,167","21,242",0,"0,0086477",,"0,169282",0,
Raiffeisenbank Raisting eG,2013,DE,"41,518","20,955",0,"0,0078279",,"0,1278521",0,
Raiffeisenbank Raisting eG,2014,DE,"42,024","20,378",0,"0,0074005","0,4823910147","0,0979836",0,
Raiffeisenbank Raisting eG,2015,DE,"44,618","20,891",0,"0,0067237","0,4774754583","0,0832639",0,
Raiffeisenbank Schleusingen eG,2010,DE,"32,503","21,751",0,"0,0079377","0,4481740147","0,0853739",0,
Raiffeisenbank Schleusingen eG,2011,DE,"31,768","21,144",0,"-0,0131579","0,4198249811","-0,1597859",0,
Raiffeisenbank Schleusingen eG,2012,DE,"32,444","22,637",0,"0,0067193","0,4382012082","0,0669739",0,
Raiffeisenbank Schleusingen eG,2013,DE,"32,117","20,824",0,"0,006414","0,4267210512","0,0614925",0,
Raiffeisenbank Schleusingen eG,2014,DE,"33,304","19,657",0,"0,0059452","0,4134338218","0,0579456",0,
Raiffeisenbank Vordersteinenberg eG,2010,DE,"29,273","5,715001",0,"0,0033136","0,4764117104","0,0616264",0,
Raiffeisenbank Vordersteinenberg eG,2011,DE,"30,224","4,734",0,"0,0044336","0,4908020116","0,0826141",0,
Raiffeisenbank Vordersteinenberg eG,2012,DE,"31,53","6,148",0,"0,0024738","0,4801776086","0,0470446",0,
Raiffeisenbank Vordersteinenberg eG,2013,DE,"33,146","6,861001",0,"0,0030773","0,4836179328","0,0472441",0,
Raiffeisenbank Vordersteinenberg eG,2014,DE,"33,079","8,816998",0,"0,0037486","0,4753771275","0,0529236",0,
Raiffeisenbank Wiesedermeer-Wiesede-Marcardsmoor eG,2010,DE,"30,899","7,684",0,"0,011036","0,6585973656","0,0844268",0,
