institution_name,year,country_code,ass_total,ass_trade,inc_trade,in_roa,rt_rwa,in_roe,in_trade,
VR-Bank Langenau-Ulmer Alb eG,2010,DE,"519,955","177,92",0,"0,0048523","0,5532940351","0,0796276",0,
VR-Bank Langenau-Ulmer Alb eG,2011,DE,"546,801","186,945",0,"0,0050987","0,535752495","0,084278",0,
VR-Bank Langenau-Ulmer Alb eG,2012,DE,"568,684","203,981",0,"0,0053175","0,5641973398","0,0786967",0,
VR-Bank Langenau-Ulmer Alb eG,2013,DE,"587,144","210,317",0,"0,0049715","0,5777969289","0,0701649",0,
VR-Bank Langenau-Ulmer Alb eG,2014,DE,"602,378","217,702",0,"0,0040108","0,609271919","0,0534703",0,
Raiffeisenbank Kraichgau eG,2010,DE,"311,817","35,42798",0,"0,0034219","0,6784331836","0,0556454",0,
Raiffeisenbank Kraichgau eG,2011,DE,"320,456","33,552",0,"0,0034794","0,6500986095","0,0560583",0,
Raiffeisenbank Kraichgau eG,2012,DE,"338,252","37,98103",0,"0,006096","0,6580389769","0,0990917",0,
Raiffeisenbank Kraichgau eG,2013,DE,"343,481","41,27299",0,"0,0044893","0,6323144512","0,0685547",0,
Raiffeisenbank Kraichgau eG,2014,DE,"356,462","46,896",0,"0,0081916","0,6225656592","0,1176139",0,
Raiffeisenbank Kraichgau eG,2015,DE,"363,441","53,46401",0,"0,0062816","0,6370222402","0,0829277",0,
Raiffeisenbank Gmund am Tegernsee eG,2010,DE,"95,374","41,254",0,"0,0047602",,"0,0818608",0,
Raiffeisenbank Gmund am Tegernsee eG,2011,DE,"100,239","33,372",0,"0,0065643","0,5239976456","0,1138014",0,
Raiffeisenbank Gmund am Tegernsee eG,2012,DE,"101,891","38,172",0,"0,0041711","0,593035695","0,0615674",0,
Raiffeisenbank Gmund am Tegernsee eG,2013,DE,"110,698","46,706",0,"0,005655","0,5980234512","0,078752",0,
Raiffeisenbank Gmund am Tegernsee eG,2014,DE,"130,068","56,13599",0,"0,0053049","0,5695866777","0,0783112",0,
Volksbank Lohne-Mühlen eG,2010,DE,"333,042","97,586",0,"0,0106803","0,7259504807","0,1158217",0,
Volksbank Lohne-Mühlen eG,2011,DE,"342,476","83,31001",0,"0,0083918","0,7264479847","0,0885288",0,
Volksbank Lohne-Mühlen eG,2012,DE,"347,58","71,42299",0,"0,0099517","0,7377093043","0,0977975",0,
Volksbank Lohne-Mühlen eG,2013,DE,"372,297","74,88199",0,"0,0101532","0,7470514133","0,0965221",0,
Volksbank Lohne-Mühlen eG,2014,DE,"388,723","77,49799",0,"0,0088212","0,7306308091","0,0819649",0,
Volksbank Nahe Schaumberg eG,2010,DE,"148,24","26,73601",0,"0,0041959","0,5287911495","0,0809474",0,
Volksbank Nahe Schaumberg eG,2011,DE,"151,741","29,527",0,"0,0055555","0,4980526028","0,1025797",0,
Volksbank Nahe Schaumberg eG,2012,DE,"151,371","28,634",0,"0,0056946","0,5218965324","0,101771",0,
Volksbank Nahe Schaumberg eG,2013,DE,"153,143","25,82101",0,"0,0051586","0,5282644326","0,0877973",0,
Volksbank Nahe Schaumberg eG,2014,DE,"155,841","22,021",0,"0,0050885","0,5153778531","0,0843168",0,
Volksbank Westerkappeln-Wersen eG,2010,DE,"126,583","13,918",0,"0,0033496","0,6611630314","0,05902",0,
Volksbank Westerkappeln-Wersen eG,2011,DE,"129,625","12,034",0,"0,0042662","0,6371301832","0,0697264",0,
Volksbank Westerkappeln-Wersen eG,2012,DE,"131,231","16,012",0,"0,001646","0,6591430378","0,0254207",0,
Volksbank Westerkappeln-Wersen eG,2013,DE,"133,28","12,361",0,"0,0026561","0,6979666867","0,0326147",0,
Volksbank Westerkappeln-Wersen eG,2014,DE,"132,038","9,959997",0,"0,0034233","0,5768263682","0,0402744",0,
Raiffeisenbank Ersingen eG,2010,DE,"64,398","10,286",0,"0,0030436",,"0,0383037",0,
Raiffeisenbank Ersingen eG,2011,DE,"65,551","10,146",0,"0,0274138",,"0,2682891",0,
Raiffeisenbank Ersingen eG,2012,DE,"63,351","8,563003",0,"0,0036464","0,733027103","0,0345085",0,
Raiffeisenbank Ersingen eG,2013,DE,"62,543","8,483997",0,"0,0035176","0,7596853365","0,0309903",0,
Raiffeisenbank Ersingen eG,2014,DE,"66,167","9,228",0,"0,0021159","0,7257243037","0,0197155",0,
Raiffeisenbank Beuerberg-Eurasburg eG,2010,DE,"138,29","7,616989",0,"0,0026032",,"0,0559267",0,
Raiffeisenbank Beuerberg-Eurasburg eG,2011,DE,"147,523","7,338992",0,"0,0057415",,"0,1038754",0,
Raiffeisenbank Beuerberg-Eurasburg eG,2012,DE,"145,576","7,637007",0,"0,0098711",,"0,1474602",0,
Raiffeisenbank Beuerberg-Eurasburg eG,2013,DE,"163,758","7,196003",0,"0,0086347","0,692179924","0,126782",0,
Raiffeisenbank Beuerberg-Eurasburg eG,2014,DE,"195,935","7,182001",0,"0,0098145","0,6203434813","0,1513577",0,
Raiffeisenbank Beuerberg-Eurasburg eG,2015,DE,"204,233","7,17001",0,"0,0110266","0,5564869536","0,1561828",0,
Volksbank Hamm/Sieg eG,2010,DE,"103,168","18,142",0,"0,0049919","0,5318994262","0,0484114",0,
Volksbank Hamm/Sieg eG,2011,DE,"114,333","20,437",0,"0,0068747","0,5238032764","0,0686283",0,
Volksbank Hamm/Sieg eG,2012,DE,"112,149","20,429",0,"0,0045832","0,568779035","0,0427123",0,
Volksbank Hamm/Sieg eG,2013,DE,"110,085","16,79",0,"0,0054322","0,5801244493","0,0476798",0,
Volksbank Hamm/Sieg eG,2014,DE,"105,772","14,631",0,"0,0054079","0,598598873","0,0430885",0,
Volksbank Hamm/Sieg eG,2015,DE,"114,931","9,967004",0,"0,004159",,"0,0354547",0,
Volksbank Allgäu-West eG,2010,DE,"767,784","215,112","0,09","0,0076727","0,5864110218","0,095302","0,0032679",
Volksbank Allgäu-West eG,2011,DE,"771,766","199,179",0,"0,0086309","0,5753505596","0,0991087",0,
Volksbank Allgäu-West eG,2012,DE,"790,674","224,662",0,"0,0107579","0,6155191647","0,1126622",0,
Volksbank Allgäu-West eG,2013,DE,"829,475","228,387",0,"0,0077808","0,6063329214","0,0789461",0,
Volksbank Allgäu-West eG,2014,DE,"856,12","239,149",0,"0,0064138","0,6312584684","0,0630932",0,
Volksbank Allgäu-West eG,2015,DE,"876,745","246,938",0,"0,0064283","0,626753503","0,0616772",0,
Volksbank Lingen eG,2010,DE,"693,326","123,499",0,"0,0056943",,"0,0694325",0,
Volksbank Lingen eG,2011,DE,"743,629","113,0991",0,"0,0049527",,"0,0595964",0,
Volksbank Lingen eG,2012,DE,"755,573","120,328",0,"0,006644",,"0,0736589",0,
Volksbank Lingen eG,2013,DE,"838,947","123,127",0,"0,0062102",,"0,0669365",0,
Volksbank Lingen eG,2014,DE,"871,812","179,635",0,"0,0050057","0,8034736847","0,0524009",0,
Volksbank Lingen eG,2015,DE,"912,638","179,262",0,"0,0051028","0,8023367425","0,0529409",0,
Volksbank Bitburg eG,2010,DE,"634,036","183,157",0,"0,0048499","0,568363626","0,0819235",0,
Volksbank Bitburg eG,2011,DE,"652,115","173,086",0,"0,0061968","0,5751669567","0,0964946",0,
Volksbank Bitburg eG,2012,DE,"645,219","172,104",0,"0,005003","0,644974807","0,0743625",0,
Volksbank Bitburg eG,2013,DE,"669,563","164,538",0,"0,0055215","0,6355085332","0,0783578",0,
Volksbank Bitburg eG,2014,DE,"671,526","153,943",0,"0,0049023","0,6704803686","0,0636824",0,
Volksbank Bitburg eG,2015,DE,"674,64","136,18",0,"0,0058387",,"0,0702816",0,
Volks- und Raiffeisenbank Muldental eG,2010,DE,"335,764","208,541",0,"0,0095633","0,45295803","0,1808301",0,
Volks- und Raiffeisenbank Muldental eG,2011,DE,"350,325","209,869",0,"0,0078556","0,4518147435","0,1037786",0,
Volks- und Raiffeisenbank Muldental eG,2012,DE,"383,118","238,499",0,"0,0066559","0,5091120751","0,0846417",0,
Volks- und Raiffeisenbank Muldental eG,2013,DE,"397,124","243,221",0,"0,0061542","0,5989640515","0,0728639",0,
Volks- und Raiffeisenbank Muldental eG,2014,DE,"400,648","222,316",0,"0,0066991","0,6160819472","0,0700418",0,
Volks- und Raiffeisenbank Muldental eG,2015,DE,"425,431","215,964",0,"0,0053945",,"0,0537748",0,
DZB BANK GmbH,2010,DE,"251,024","42,979",0,"0,0232408","1,272587482","0,1459412",0,
DZB BANK GmbH,2011,DE,"324,156","43,909",0,"0,0339343","1,463415763","0,2223345",0,
DZB BANK GmbH,2012,DE,"323,357","34,378",0,"0,0296886","1,432899241","0,1861367",0,
DZB BANK GmbH,2013,DE,"348,494","33,42199",0,"0,0186517","1,473052621","0,104881",0,
DZB BANK GmbH,2014,DE,"372,485","33,52898",0,"0,0316791","1,283979221","0,1816083",0,
DZB BANK GmbH,2015,DE,"396,031","32,713",0,"0,0284069",,"0,1631026",0,
Volksbank Butzbach eG,2010,DE,"302,832","119,73",0,"0,0045405","0,589749432","0,0484496",0,
Volksbank Butzbach eG,2011,DE,"311,471","123,853",0,"0,0040261","0,5869182043","0,0416736",0,
Volksbank Butzbach eG,2012,DE,"318,07","131,07",0,"0,0062628","0,5980224479","0,0608858",0,
Volksbank Butzbach eG,2013,DE,"318,368","122,815","-0,037","0,0049911","0,6439874611","0,045678","-0,0031654",
Volksbank Butzbach eG,2014,DE,"325,014","132,915","-0,043","0,0041967","0,728870141","0,0374088","-0,0040228",
Volksbank Butzbach eG,2015,DE,"329,937","136,735",,"0,0058526",,"0,0509741",,
Volksbank Altshausen eG,2010,DE,"313,797","104,436",0,"0,0048471","0,5412734985","0,081946",0,
Volksbank Altshausen eG,2011,DE,"319,371","117,617",0,"0,0054075","0,5196307742","0,088961",0,
Volksbank Altshausen eG,2012,DE,"324,503","121,52",0,"0,0040308","0,5486852202","0,0584059",0,
Volksbank Altshausen eG,2013,DE,"333,052","125,034",0,"0,0050563","0,5875599006","0,0683386",0,
Volksbank Altshausen eG,2014,DE,"347,907","121,973","-0,003","0,0057458","0,6049662697","0,0743565","-0,0002727",
Volksbank Altshausen eG,2015,DE,"359,949","137,366","-0,177","0,0038339","0,6284306943","0,0481827","-0,0163119",
Raiffeisenbank Neustadt eG,2010,DE,"309,958","71,475",0,"0,00442","0,5977971209","0,0597184",0,
Raiffeisenbank Neustadt eG,2011,DE,"316,379","67,376",0,"0,004561","0,5965945907","0,0582418",0,
Raiffeisenbank Neustadt eG,2012,DE,"321,726","83,84601",0,"0,0052685","0,6332251668","0,0624447",0,
Raiffeisenbank Neustadt eG,2013,DE,"312,047","87,486",0,"0,0069669","0,6642845469","0,0727942",0,
Raiffeisenbank Neustadt eG,2014,DE,"316,505","77,85",0,"0,0058419","0,66116807","0,05813",0,
Aachener Bank eG,2010,DE,"782,761","189,831","0,063","0,0078274","0,4898532247","0,100677","0,0020177",
Aachener Bank eG,2011,DE,"816,652","178,619","0,046","0,0067764","0,4734734012","0,0848773","0,0014809",
Aachener Bank eG,2012,DE,"830,239","227,809","0,046","0,0078664","0,4972965616","0,0934656","0,0014523",
Aachener Bank eG,2013,DE,"853,069","210,573","0,045","0,0075621","0,5069050686","0,0864212","0,0014469",
Aachener Bank eG,2014,DE,"984,5","262,842",0,"0,0060752",,"0,0714508",0,
Aachener Bank eG,2015,DE,"1030,879","258,081",0,"0,0075014","0,5722427171","0,0893761",0,
Pax-Bank eG,2010,DE,"2141,313","1070,263","0,148","0,0057838","0,3767356757","0,1564296","0,0031194",
Pax-Bank eG,2011,DE,"2205,344","1094,852","0,072","0,0047734","0,4566181058","0,1120358","0,0015416",
Pax-Bank eG,2012,DE,"2261,749","1100,259","0,905","0,006013","0,4733902834","0,1243531","0,019111",
Pax-Bank eG,2013,DE,"2311,941","931,0929","1,188","0,0049487","0,5479863024","0,0840027","0,0250089",
Pax-Bank eG,2014,DE,"2292,306","951,051","0,579","0,0053518","0,5689633059","0,0817501","0,0121651",
Pax-Bank eG,2015,DE,"2421,534","934,0969","0,446","0,0037175","0,5856011107","0,0564782","0,0095066",
Volksbank Raiffeisenbank Bayern Mitte eG,2010,DE,"1851,21","479,101",0,"0,0054678",,"0,0767993",0,
Volksbank Raiffeisenbank Bayern Mitte eG,2011,DE,"2008,656","524,843","-0,009","0,0068797","0,534636095","0,0961924","-0,0001433",
Volksbank Raiffeisenbank Bayern Mitte eG,2012,DE,"2093,169","644,1099",0,"0,0061271","0,5521771056","0,0809685",0,
Volksbank Raiffeisenbank Bayern Mitte eG,2013,DE,"2168,933","691,1",0,"0,0059006","0,5626729825","0,0713223",0,
Volksbank Raiffeisenbank Bayern Mitte eG,2014,DE,"2269,405","763,0611",0,"0,0068604","0,5319403103","0,0789747",0,
Volksbank Raiffeisenbank Bayern Mitte eG,2015,DE,2371,,0,,"0,5423428933",,,
Genossenschaftsbank eG München,2010,DE,"1500,843","130,887",0,"0,0179606","0,5010683996","0,3333333",0,
Genossenschaftsbank eG München,2011,DE,"1644,979","229,792",0,"0,0069739",,"0,116525",0,
Genossenschaftsbank eG München,2012,DE,"1754,319","118,783",0,"0,0062982",,"0,0766647",0,
Genossenschaftsbank eG München,2013,DE,"1861,849","151,69",0,"0,0076145",,"0,0837444",0,
Genossenschaftsbank eG München,2014,DE,"1984,216","109,501",0,"0,0057983",,"0,063943",0,
Genossenschaftsbank eG München,2015,DE,"2096,653","100,245",0,"0,0065156",,"0,0686317",0,
Volksbank Odenwald eG,2010,DE,"1511,066","388,7421",0,"0,0063736","0,7010037947","0,0924671",0,
Volksbank Odenwald eG,2011,DE,"1568,63","357,058",0,"0,0073083","0,6848396371","0,0808018",0,
Volksbank Odenwald eG,2012,DE,"1616,649","350,249",0,"0,0061213","0,7095943523","0,063015",0,
Volksbank Odenwald eG,2013,DE,"1702,695","352,941","0,007","0,0063734","0,7495617242","0,0637509","0,0001309",
Volksbank Odenwald eG,2014,DE,"1711,911","313,6941","-0,004","0,0055458","0,7845051524","0,0521213","-0,0000752",
Raiffeisenbank eG Heide,2010,DE,"301,299","100,627",0,"0,0051245","0,6330090707","0,0855639",0,
Raiffeisenbank eG Heide,2011,DE,"319,142","88,74699",0,"0,0047659","0,6992968647","0,0634835",0,
Raiffeisenbank eG Heide,2012,DE,"335,31","111,045",0,"0,0062629","0,712066446","0,0808439",0,
Raiffeisenbank eG Heide,2013,DE,"318,691","74,786",0,"0,0051523","0,7389226555","0,058376",0,
Raiffeisenbank eG Heide,2014,DE,"358,723","66,01299",0,"0,0050317","0,739567856","0,0588888",0,
Raiffeisenbank eG Heide,2015,DE,"407,372","55,28601",0,"0,0038687",,"0,0474613",0,
Sylter Bank eG,2010,DE,"240,997","70,865",0,"0,0095022","0,5787374947","0,1528501",0,
Sylter Bank eG,2011,DE,"272,088","73,60101",0,"0,0094308","0,5599291406","0,1094196",0,
Sylter Bank eG,2012,DE,"289,315","83,80201",0,"0,007815","0,6036258058","0,0835304",0,
Sylter Bank eG,2013,DE,"319,908","80,97899",0,"0,0067113","0,6164272228","0,0717532",0,
Sylter Bank eG,2014,DE,"326,54","66,89301",0,"0,0057114","0,5156274882","0,0570825",0,
"Raiffeisenbank eG, Handewitt",2010,DE,"179,366","21,463",0,"0,003858","0,7794844062","0,0689655",0,
"Raiffeisenbank eG, Handewitt",2011,DE,"185,173","20,272",0,"0,0048711","0,7729960631","0,0607162",0,
"Raiffeisenbank eG, Handewitt",2012,DE,"195,053","25,03999",0,"0,0042604","0,7873501048","0,0489342",0,
"Raiffeisenbank eG, Handewitt",2013,DE,"206,611","22,351",0,"0,0051401","0,8361123077","0,0521483",0,
"Raiffeisenbank eG, Handewitt",2014,DE,"221,094","18,51499",0,"0,0048848","0,8118356898","0,0492296",0,
"Raiffeisenbank eG, Handewitt",2015,DE,"253,745","17,43499",0,"0,0044809",,"0,0480213",0,
Raiffeisenbank Frechen-Hürth eG,2010,DE,"1188,223",485,0,"0,0050226","0,4777184081","0,0815958",0,
Raiffeisenbank Frechen-Hürth eG,2011,DE,"1223,006","471,51",0,"0,0051995","0,4646649321","0,0796977",0,
Raiffeisenbank Frechen-Hürth eG,2012,DE,"1256,837","568,624",0,"0,0049712","0,478353995","0,0721187",0,
Raiffeisenbank Frechen-Hürth eG,2013,DE,"1258,482","525,5471",0,"0,0041264","0,4915445751","0,0556049",0,
Raiffeisenbank Frechen-Hürth eG,2014,DE,"1276,051","483,014",0,"0,0045124","0,5307585669","0,0574783",0,
Raiffeisenbank Frechen-Hürth eG,2015,DE,"1280,461","421,076",0,"0,0042024","0,5522643798","0,0502982",0,
VR-Bank Coburg eG,2010,DE,"1058,665","515,326",0,"0,0092447",,"0,1551522",0,
VR-Bank Coburg eG,2011,DE,"1132,059","508,8789",0,"0,0076162","0,399129374","0,1193935",0,
VR-Bank Coburg eG,2012,DE,"1234,489","629,557",0,"0,0078462","0,4111523067","0,1133422",0,
VR-Bank Coburg eG,2013,DE,"1257,058","612,436",0,"0,0044071","0,4424219089","0,0604282",0,
VR-Bank Coburg eG,2014,DE,"1315,829","685,076",0,"0,0051473","0,4544116295","0,0659506",0,
VR-Bank Coburg eG,2015,DE,"1388,074","695,48",0,"0,003484",,"0,0440257",0,
Hallertauer Volksbank eG,2010,DE,"1039,282","253,381","-0,414","0,0070145",,"0,0989038","-0,0117423",
Hallertauer Volksbank eG,2011,DE,"1084,886","246,193","-0,076","0,0064818",,"0,0911566","-0,0020054",
Hallertauer Volksbank eG,2012,DE,"1170,851","332,4159","-0,022","0,005707",,"0,0797489","-0,0006447",
Hallertauer Volksbank eG,2013,DE,"1156,556","330,164",0,"0,0063568","0,6172316775","0,0811219",0,
Hallertauer Volksbank eG,2014,DE,"1202,288","341,734",0,"0,0063604","0,5898445298","0,0787587",0,
Volksbank Straubing eG,2010,DE,"1033,171","213,779",0,"0,0063745",,"0,1184916",0,
Volksbank Straubing eG,2011,DE,"1056,949","278,228",0,"0,0062274",,"0,1094319",0,
Volksbank Straubing eG,2012,DE,"1066,977","356,6531",0,"0,006495","0,5465675455","0,1065891",0,
Volksbank Straubing eG,2013,DE,"1071,985","329,847",0,"0,0070803","0,5547652253","0,0992248",0,
Volksbank Straubing eG,2014,DE,"1086,14","320,519",0,"0,0065875","0,5441471633","0,0876033",0,
VR Bank eG Bergisch Gladbach,2010,DE,"1087,275","239,7231",0,"0,0055313","0,5259166264","0,0938895",0,
VR Bank eG Bergisch Gladbach,2011,DE,"1082,319","245,162",0,"0,0079524","0,591273922","0,1218535",0,
VR Bank eG Bergisch Gladbach,2012,DE,"1111,289","263,3359",0,"0,0066004","0,5820385156","0,0940192",0,
VR Bank eG Bergisch Gladbach,2013,DE,"1144,413","247,0009",0,"0,0074134","0,5723790275","0,0988097",0,
VR Bank eG Bergisch Gladbach,2014,DE,"1189,177","278,908",0,"0,0071201","0,5275606575","0,0900161",0,
VR Bank eG Bergisch Gladbach,2015,DE,"1232,347","297,6171",0,"0,0079004","0,5383004949","0,0935344",0,
Volksbank Rhein-Lippe eG,2010,DE,"858,81","189,747","0,021","0,0036562","0,6390191078","0,0570608","0,0006474",
Volksbank Rhein-Lippe eG,2011,DE,"880,117","180,906","-0,023","0,0041369","0,6553776373","0,0616513","-0,0007461",
Volksbank Rhein-Lippe eG,2012,DE,"845,608","142,405","0,094","0,0033384","0,6859454972","0,0441736","0,0032509",
Volksbank Rhein-Lippe eG,2013,DE,"850,427","135,275","0,025","0,0046471","0,6577872057","0,0588779","0,0008727",
Volksbank Rhein-Lippe eG,2014,DE,"879,441","139,156","-0,006","0,003351","0,6390707279","0,0412491","-0,0002053",
Volksbank Rhein-Lippe eG,2015,DE,"938,86","148,768","-0,07","0,0032593","0,6327578127","0,0410012","-0,0026037",
VR-Bank Werra-Meißner eG,2010,DE,"791,384","219,785","-1,185","0,0074932","0,497404547","0,122655","-0,0441094",
VR-Bank Werra-Meißner eG,2011,DE,"872,696","266,977","-0,192","0,0064616","0,4733756085","0,1044724","-0,007227",
VR-Bank Werra-Meißner eG,2012,DE,"969,765","421,682","-0,077","0,0057849","0,4658345063","0,0820475","-0,0029271",
VR-Bank Werra-Meißner eG,2013,DE,"1046,101","522,048","0,093","0,0053322","0,4475074586","0,0749771","0,0035336",
VR-Bank Werra-Meißner eG,2014,DE,"1169,511","632,231",0,"0,004118","0,4439573463","0,0623342",0,
VR-Bank Werra-Meißner eG,2015,DE,"1146,886","558,696",0,"0,0029898",,"0,0409511",0,
Raiffeisenbank im Allgäuer Land eG,2010,DE,"825,431","244,987",0,"0,00354",,"0,06345",0,
Raiffeisenbank im Allgäuer Land eG,2011,DE,"866,244","261,664",0,"0,0037911",,"0,0664777",0,
Raiffeisenbank im Allgäuer Land eG,2012,DE,"887,257","274,986",0,"0,003699","0,6123366736","0,061628",0,
Raiffeisenbank im Allgäuer Land eG,2013,DE,"922,368","281,634",0,"0,0046782","0,5838233764","0,0530196",0,
Raiffeisenbank im Allgäuer Land eG,2014,DE,"932,729","312,955",0,"0,0038135","0,5698536231","0,0410436",0,
Raiffeisenbank im Allgäuer Land eG,2015,DE,"961,241","317,55",0,"0,0032947","0,5477034375","0,0344865",0,
Volksbank Vechta eG,2010,DE,"722,996","110,648",0,"0,0057594","0,7438021787","0,0960177",0,
Volksbank Vechta eG,2011,DE,"814,529","112,353",0,"0,0060329","0,74026953","0,0704445",0,
Volksbank Vechta eG,2012,DE,"882,621","158,591",0,"0,0052299","0,7303678476","0,0641824",0,
Volksbank Vechta eG,2013,DE,"922,038","160,8191",0,"0,0058718","0,7387710702","0,0720426",0,
Volksbank Vechta eG,2014,DE,"971,415","169,6479",0,"0,0057442","0,7250145406","0,0693685",0,
Volksbank Vechta eG,2015,DE,"1032,923","191,6909",0,"0,0050052","0,7256881684","0,0602143",0,
Volksbank Forchheim eG,2010,DE,"782,546","337,111","-0,02","0,0056201","0,4770326601","0,1000091","-0,0007744",
Volksbank Forchheim eG,2011,DE,"809,071","329,923","-0,088","0,0042963","0,4670949768","0,0728339","-0,0034872",
Volksbank Forchheim eG,2012,DE,"818,968","380,659","0,224","0,0050698","0,5583551494","0,0800864","0,0084442",
Volksbank Forchheim eG,2013,DE,"842,071","371,971","0,498","0,0049378","0,5424423831","0,0726593","0,0181137",
Volksbank Forchheim eG,2014,DE,"881,747","380,599",0,"0,0047383","0,5773345415","0,067556",0,
Volksbank Forchheim eG,2015,DE,"921,442","344,775",0,"0,0043823","0,5647517695","0,0608215",0,
Raiffeisen-Volksbank Miltenberg eG,2010,DE,"733,094","151,746",0,"0,003814",,"0,0662716",0,
Raiffeisen-Volksbank Miltenberg eG,2011,DE,"802,784","183,947",0,"0,0082451","0,5400580978","0,1435885",0,
Raiffeisen-Volksbank Miltenberg eG,2012,DE,"795,014","198,9279",0,"0,0081973","0,5606039642","0,1291467",0,
Raiffeisen-Volksbank Miltenberg eG,2013,DE,"788,143","180,342",0,"0,0022953","0,5870609775","0,0352343",0,
Raiffeisen-Volksbank Miltenberg eG,2014,DE,"832,15","185,946",0,"0,0063654","0,5535840894","0,0969614",0,
Raiffeisen-Volksbank Miltenberg eG,2015,DE,"836,952","175,552",0,"0,0029906",,"0,0432918",0,
Raiffeisenbank Oberpfalz Süd eG,2010,DE,"788,742","295,167",0,"0,0053756",,"0,1085704",0,
Raiffeisenbank Oberpfalz Süd eG,2011,DE,"800,217","279,086",0,"0,0051086",,"0,0937615",0,
Raiffeisenbank Oberpfalz Süd eG,2012,DE,"872,959","347,993",0,"0,0043164",,"0,0775452",0,
Raiffeisenbank Oberpfalz Süd eG,2013,DE,"875,546","318,245",0,"0,0047399","0,6260813253","0,0749652",0,
Raiffeisenbank Oberpfalz Süd eG,2014,DE,"897,285","321,124",0,"0,0052213","0,600829168","0,0754696",0,
Raiffeisenbank Oberpfalz Süd eG,2015,DE,"952,884","326,776",0,"0,0039113","0,6300588529","0,0560173",0,
VR-Bank Schweinfurt eG,2010,DE,"775,051","335,547",0,"0,0025482",,"0,0455867",0,
VR-Bank Schweinfurt eG,2011,DE,"780,184","317,135",0,"0,0029596",,"0,0480311",0,
VR-Bank Schweinfurt eG,2012,DE,"801,239","346,881","-1,834","0,0023576",,"0,0362865","-0,0656689",
VR-Bank Schweinfurt eG,2013,DE,"833,637","336,292",0,"0,0026558","0,6119270138","0,0392115",0,
VR-Bank Schweinfurt eG,2014,DE,"877,514","351,466",0,"0,0022951","0,6091446974","0,0307218",0,
VR-Bank Schweinfurt eG,2015,DE,"912,876","323,997",,"0,0037333","0,6509701208","0,0450448",,
Volksbank eG,2010,DE,"764,62","148,362",0,"0,0038333","0,6351154822","0,0589051",0,
Volksbank eG,2011,DE,"788,197","144,787",0,"0,004523","0,6201178132","0,0618977",0,
Volksbank eG,2012,DE,"832,794","148,499",0,"0,0042027","0,6049815441","0,0573103",0,
Volksbank eG,2013,DE,"803,113","119,904",0,"0,0044103","0,6426243879","0,0557076",0,
Volksbank eG,2014,DE,"1409,781",,0,"0,0042191",,"0,052391",0,
Volksbank eG,2015,DE,"1347,703",,0,"0,00455","0,6521043583","0,0539561",0,
Volksbank Nordoberpfalz eG,2010,DE,"720,794","228,892",0,"0,0054704","0,6101604619","0,1108705",0,
Volksbank Nordoberpfalz eG,2011,DE,"788,051","189,725",0,"0,0045467","0,6481978958","0,0878402",0,
Volksbank Nordoberpfalz eG,2012,DE,"867,784","264,889",0,"0,0049505","0,6507241433","0,0765721",0,
Volksbank Nordoberpfalz eG,2013,DE,"910,931","254,104",0,"0,00531","0,6978849112","0,0772338",0,
Volksbank Nordoberpfalz eG,2014,DE,"951,079","253,135",0,"0,0045117","0,7199191655","0,0625209",0,
Volksbank Nordoberpfalz eG,2015,DE,"1019,58","275,223",0,"0,0042655","0,6905078562","0,0582906",0,
Volksbank Jever eG,2010,DE,"760,15","143,746",0,"0,0070012","0,6871893705","0,0854281",0,
Volksbank Jever eG,2011,DE,"783,495","135,603",0,"0,0063446","0,6676494426","0,0726489",0,
Volksbank Jever eG,2012,DE,"812,197","136,7211",0,"0,0065969","0,6990459211","0,0625642",0,
Volksbank Jever eG,2013,DE,"842,706","137,473",0,"0,0054693","0,7000519754","0,0491616",0,
Volksbank Jever eG,2014,DE,"860,439","144,786",0,"0,0056076","0,7717978846","0,0472988",0,
Volksbank Jever eG,2015,DE,"877,311","136,531",0,"0,0046574","0,7770414368","0,0377707",0,
Volksbank Franken eG,2010,DE,"742,066","189,565",0,"0,0048405","0,6136138834","0,0718846",0,
Volksbank Franken eG,2011,DE,"770,702","203,424",0,"0,0052601","0,6309273883","0,0696456",0,
Volksbank Franken eG,2012,DE,"800,242","229,502",0,"0,0044199","0,6597441774","0,0568184",0,
Volksbank Franken eG,2013,DE,"812,538","234,404",0,"0,0056293","0,6738146401","0,0683656",0,
Volksbank Franken eG,2014,DE,"826,21","238,87",0,"0,0048971","0,7079338183","0,0569715",0,
Volksbank Franken eG,2015,DE,"866,21","239,852",0,"0,0052285","0,6961579755","0,0602629",0,
Raiffeisenbank Großostheim-Obernburg eG,2010,DE,"712,192","140,473",0,"0,003551",,"0,0529223",0,
Raiffeisenbank Großostheim-Obernburg eG,2011,DE,"735,133","128,284",0,"0,0036021",,"0,0513377",0,
Raiffeisenbank Großostheim-Obernburg eG,2012,DE,"752,494","133,569",0,"0,0038432",,"0,0511478",0,
Raiffeisenbank Großostheim-Obernburg eG,2013,DE,"769,846","162,584",0,"0,0035046","0,4740077886","0,0444144",0,
Raiffeisenbank Großostheim-Obernburg eG,2014,DE,"787,577","155,388",0,"0,0035222","0,4680570916","0,0416267",0,
Raiffeisenbank Großostheim-Obernburg eG,2015,DE,"807,407","139,58",0,"0,0027396",,"0,0313754",0,
VR-Bank in Mittelbaden eG,2010,DE,"710,332","237,709",0,"0,0037461","0,6009964355","0,0623638",0,
