cluster,ass_total,ass_trade,inc_trade,in_roa,rt_rwa,in_roe,in_trade
0.0,5157.145143586903,1473.8521972705933,3.4215445664081736,0.00532977776957164,0.6008938887784835,0.06351944112506154,0.02821237664943378
1.0,8045.612966481482,1891.1073589074074,20.53218598240741,-0.03404598240740741,0.638771468049074,-0.43282538425925926,0.11549256851851852
2.0,77989.885,32980.485,-522.9055000000001,0.0005696499999999999,0.62635382485,-0.04384135,-15.26269
3.0,1470167.2666666666,659666.5333333333,4497.333333333333,0.004517173333333333,0.32622372116666665,0.09424502,0.15310417333333334
